,ID,Text_length,Sentiment_polarity
161,161,medium 100-500,Pretty positive
162,162,short <100,Pretty positive
163,163,short <100,Pretty positive
164,164,short <100,Pretty positive
165,165,short <100,Pretty positive
166,166,short <100,Pretty positive
167,167,short <100,Pretty negative
168,168,short <100,Neutral
169,169,medium 100-500,Pretty negative
170,170,short <100,Pretty positive
171,171,short <100,Neutral
172,172,medium 100-500,Pretty positive
173,173,short <100,Neutral
174,174,short <100,Pretty positive
175,175,short <100,Pretty positive
176,176,short <100,Pretty negative
177,177,short <100,Pretty negative
178,178,short <100,Neutral
179,179,short <100,Neutral
180,180,medium 100-500,Neutral
181,181,short <100,
182,182,short <100,Pretty positive
183,183,short <100,Pretty negative
184,184,short <100,Pretty positive
185,185,short <100,Neutral
186,186,short <100,Neutral
187,187,short <100,Neutral
188,188,short <100,Neutral
189,189,medium 100-500,Neutral
190,190,short <100,Neutral
191,191,short <100,Pretty positive
192,192,short <100,Neutral
193,193,short <100,Neutral
194,194,short <100,Neutral
195,195,medium 100-500,Pretty positive
196,196,short <100,Pretty positive
197,197,short <100,Very positive
198,198,short <100,Neutral
199,199,short <100,Quite positive
200,200,short <100,Pretty positive
201,201,short <100,Neutral
202,202,short <100,Neutral
203,203,short <100,Pretty positive
204,204,short <100,
205,205,short <100,Neutral
206,206,short <100,Neutral
207,207,short <100,Neutral
208,208,short <100,Neutral
209,209,short <100,Pretty positive
210,210,short <100,Pretty negative
211,211,short <100,Neutral
212,212,medium 100-500,Neutral
213,213,short <100,Pretty positive
214,214,medium 100-500,Pretty positive
215,215,short <100,Pretty negative
216,216,medium 100-500,Neutral
217,217,short <100,Pretty positive
218,218,short <100,Pretty negative
219,219,short <100,Pretty positive
220,220,short <100,Neutral
221,221,short <100,Neutral
222,222,short <100,Pretty positive
223,223,short <100,Neutral
224,224,short <100,Neutral
225,225,short <100,Pretty negative
226,226,short <100,Neutral
227,227,medium 100-500,Pretty positive
228,228,short <100,Neutral
229,229,short <100,Neutral
230,230,short <100,Pretty positive
231,231,medium 100-500,Pretty positive
232,232,medium 100-500,Neutral
233,233,medium 100-500,Neutral
234,234,short <100,Neutral
235,235,short <100,Neutral
236,236,short <100,Neutral
237,237,medium 100-500,Pretty positive
238,238,short <100,Pretty negative
239,239,short <100,Pretty positive
240,240,medium 100-500,Pretty positive
241,241,short <100,Pretty positive
242,242,short <100,Neutral
243,243,short <100,Neutral
244,244,short <100,Pretty negative
245,245,short <100,Neutral
246,246,short <100,Neutral
247,247,short <100,Neutral
248,248,short <100,Pretty negative
249,249,short <100,Pretty positive
250,250,medium 100-500,Pretty negative
251,251,medium 100-500,Pretty positive
252,252,short <100,Pretty negative
253,253,short <100,Neutral
254,254,short <100,Neutral
255,255,medium 100-500,Pretty negative
256,256,short <100,Pretty negative
257,257,medium 100-500,Pretty positive
258,258,short <100,Neutral
259,259,medium 100-500,Neutral
260,260,short <100,Pretty negative
261,261,medium 100-500,Pretty negative
262,262,short <100,Quite negative
263,263,short <100,Pretty negative
264,264,medium 100-500,Neutral
265,265,short <100,Pretty positive
266,266,short <100,Neutral
267,267,short <100,Neutral
268,268,short <100,Pretty negative
269,269,short <100,
270,270,short <100,Pretty positive
271,271,medium 100-500,Pretty negative
272,272,short <100,Neutral
273,273,medium 100-500,Neutral
274,274,medium 100-500,Neutral
275,275,short <100,Neutral
276,276,short <100,Pretty negative
277,277,medium 100-500,Pretty negative
278,278,medium 100-500,Pretty negative
279,279,medium 100-500,Neutral
280,280,short <100,Neutral
281,281,short <100,Neutral
282,282,short <100,Pretty positive
283,283,short <100,Pretty positive
284,284,short <100,Pretty positive
285,285,medium 100-500,Pretty positive
286,286,short <100,Neutral
287,287,short <100,Pretty positive
288,288,medium 100-500,Pretty positive
289,289,medium 100-500,Quite negative
290,290,short <100,Neutral
291,291,short <100,Neutral
292,292,short <100,Pretty positive
293,293,medium 100-500,Pretty negative
294,294,short <100,Pretty positive
295,295,short <100,Neutral
296,296,medium 100-500,Pretty negative
297,297,short <100,Pretty positive
298,298,medium 100-500,Neutral
299,299,short <100,Neutral
300,300,short <100,Neutral
301,301,short <100,Neutral
302,302,short <100,Neutral
303,303,short <100,Neutral
304,304,short <100,Neutral
305,305,short <100,Pretty negative
306,306,short <100,Pretty positive
307,307,short <100,Neutral
308,308,short <100,Neutral
309,309,short <100,Neutral
310,310,short <100,Pretty positive
311,311,short <100,Neutral
312,312,short <100,Pretty negative
313,313,medium 100-500,Neutral
314,314,short <100,Neutral
315,315,short <100,Pretty positive
316,316,medium 100-500,Neutral
317,317,short <100,Pretty negative
318,318,short <100,Pretty positive
319,319,short <100,Quite positive
320,320,short <100,Neutral
321,321,short <100,Neutral
322,322,short <100,Pretty negative
323,323,short <100,Neutral
324,324,short <100,Pretty positive
325,325,short <100,Neutral
326,326,medium 100-500,Pretty positive
327,327,short <100,Pretty negative
328,328,medium 100-500,Neutral
329,329,short <100,Pretty negative
330,330,short <100,Neutral
331,331,short <100,Neutral
332,332,short <100,Pretty negative
333,333,short <100,Pretty negative
334,334,short <100,Neutral
335,335,medium 100-500,Pretty negative
336,336,short <100,Pretty positive
337,337,short <100,Neutral
338,338,short <100,Neutral
339,339,short <100,Pretty positive
340,340,medium 100-500,Pretty positive
341,341,short <100,Pretty negative
342,342,short <100,Neutral
343,343,short <100,Neutral
344,344,medium 100-500,Pretty positive
345,345,short <100,Pretty negative
346,346,short <100,Pretty negative
347,347,medium 100-500,Pretty positive
348,348,short <100,Pretty negative
349,349,short <100,Pretty negative
350,350,short <100,Neutral
351,351,short <100,Neutral
352,352,short <100,Pretty positive
353,353,short <100,Pretty negative
354,354,short <100,Pretty positive
355,355,short <100,Pretty negative
356,356,short <100,Pretty negative
357,357,medium 100-500,Neutral
358,358,short <100,Neutral
359,359,short <100,Pretty positive
360,360,short <100,Neutral
361,361,short <100,Pretty positive
362,362,short <100,Pretty positive
363,363,medium 100-500,Pretty positive
364,364,medium 100-500,Pretty positive
365,365,short <100,Neutral
366,366,medium 100-500,Pretty positive
367,367,medium 100-500,Pretty negative
368,368,short <100,Pretty negative
369,369,short <100,Pretty negative
370,370,short <100,Neutral
371,371,medium 100-500,Pretty positive
372,372,short <100,Neutral
373,373,medium 100-500,Neutral
374,374,short <100,Pretty negative
375,375,short <100,Neutral
376,376,medium 100-500,Pretty positive
377,377,short <100,Neutral
378,378,short <100,Pretty positive
379,379,short <100,Neutral
380,380,short <100,
381,381,short <100,Neutral
382,382,short <100,Neutral
383,383,short <100,Neutral
384,384,short <100,Pretty negative
385,385,short <100,Neutral
386,386,short <100,Pretty negative
387,387,short <100,Neutral
388,388,short <100,Neutral
389,389,short <100,Pretty positive
390,390,short <100,Pretty negative
391,391,short <100,Neutral
392,392,short <100,Pretty positive
393,393,short <100,Pretty positive
394,394,medium 100-500,Pretty positive
395,395,short <100,Pretty positive
396,396,short <100,Neutral
397,397,short <100,Pretty positive
398,398,short <100,Neutral
399,399,short <100,Neutral
400,400,short <100,Neutral
401,401,short <100,Pretty positive
402,402,short <100,Neutral
403,403,short <100,Neutral
404,404,short <100,Neutral
405,405,medium 100-500,Neutral
406,406,short <100,Neutral
407,407,short <100,Pretty positive
408,408,short <100,Pretty positive
409,409,short <100,Neutral
410,410,short <100,Pretty positive
411,411,short <100,Neutral
412,412,short <100,Pretty negative
413,413,short <100,Neutral
414,414,short <100,Pretty negative
415,415,short <100,Neutral
416,416,short <100,Neutral
417,417,short <100,Neutral
418,418,short <100,
419,419,short <100,Neutral
420,420,medium 100-500,Pretty positive
421,421,short <100,Pretty negative
422,422,short <100,Neutral
423,423,short <100,
424,424,short <100,Pretty negative
425,425,short <100,Pretty positive
426,426,short <100,Pretty negative
427,427,medium 100-500,Pretty negative
428,428,short <100,Neutral
429,429,short <100,Neutral
430,430,short <100,Quite positive
431,431,short <100,Pretty negative
432,432,short <100,Pretty positive
433,433,medium 100-500,Neutral
434,434,short <100,Pretty positive
435,435,medium 100-500,Neutral
436,436,short <100,Neutral
437,437,short <100,Neutral
438,438,short <100,Neutral
439,439,short <100,Pretty negative
440,440,short <100,Neutral
441,441,short <100,Pretty negative
442,442,short <100,Neutral
443,443,short <100,Neutral
444,444,short <100,Neutral
445,445,short <100,Pretty positive
446,446,short <100,Neutral
447,447,short <100,Neutral
448,448,medium 100-500,Pretty positive
449,449,short <100,Pretty negative
450,450,short <100,Pretty negative
451,451,short <100,Pretty positive
452,452,short <100,Pretty positive
453,453,short <100,Pretty positive
454,454,medium 100-500,Pretty positive
455,455,short <100,Pretty positive
456,456,medium 100-500,Neutral
457,457,medium 100-500,Neutral
458,458,short <100,Neutral
459,459,short <100,Pretty positive
460,460,medium 100-500,Neutral
461,461,short <100,Neutral
462,462,short <100,Pretty positive
463,463,short <100,Pretty positive
464,464,short <100,Pretty negative
465,465,short <100,Neutral
466,466,short <100,Neutral
467,467,short <100,Pretty positive
468,468,medium 100-500,Pretty negative
469,469,short <100,Neutral
470,470,short <100,Pretty positive
471,471,short <100,Pretty positive
472,472,medium 100-500,Pretty positive
473,473,short <100,Pretty positive
474,474,medium 100-500,Neutral
475,475,short <100,Pretty negative
476,476,medium 100-500,Pretty negative
477,477,short <100,Pretty positive
478,478,short <100,Neutral
479,479,short <100,Neutral
480,480,short <100,Pretty negative
481,481,medium 100-500,Neutral
482,482,short <100,Pretty positive
483,483,medium 100-500,Pretty negative
484,484,medium 100-500,Pretty positive
485,485,short <100,Neutral
486,486,short <100,Pretty positive
487,487,short <100,Quite negative
488,488,short <100,Neutral
489,489,short <100,Pretty positive
490,490,medium 100-500,Neutral
491,491,short <100,Neutral
492,492,short <100,Pretty positive
493,493,short <100,Pretty positive
494,494,short <100,Quite negative
495,495,medium 100-500,Neutral
496,496,short <100,Neutral
497,497,short <100,Pretty positive
498,498,short <100,Neutral
499,499,short <100,Neutral
500,500,short <100,Pretty positive
501,501,short <100,Pretty negative
502,502,short <100,Pretty negative
503,503,short <100,Neutral
504,504,short <100,Pretty positive
505,505,short <100,Neutral
506,506,short <100,Pretty positive
507,507,short <100,Pretty negative
508,508,short <100,Neutral
509,509,short <100,Neutral
510,510,short <100,Pretty negative
511,511,short <100,Pretty positive
512,512,medium 100-500,Pretty negative
513,513,short <100,Pretty positive
514,514,medium 100-500,Pretty positive
515,515,short <100,Pretty positive
516,516,short <100,Pretty positive
517,517,short <100,Neutral
518,518,short <100,Neutral
519,519,short <100,Neutral
520,520,short <100,Neutral
521,521,short <100,Pretty negative
522,522,short <100,Neutral
523,523,short <100,
524,524,short <100,Neutral
525,525,medium 100-500,Pretty positive
526,526,short <100,Neutral
527,527,short <100,Pretty positive
528,528,medium 100-500,Neutral
529,529,short <100,Pretty positive
530,530,medium 100-500,Pretty positive
531,531,short <100,Pretty negative
532,532,short <100,Neutral
533,533,short <100,Pretty negative
534,534,short <100,Neutral
535,535,medium 100-500,Pretty positive
536,536,short <100,Neutral
537,537,short <100,Neutral
538,538,short <100,Pretty positive
539,539,medium 100-500,Neutral
540,540,short <100,Pretty positive
541,541,short <100,Neutral
542,542,short <100,Pretty positive
543,543,medium 100-500,Pretty positive
544,544,short <100,Neutral
545,545,short <100,Neutral
546,546,medium 100-500,Pretty positive
547,547,short <100,Neutral
548,548,short <100,Neutral
549,549,medium 100-500,Pretty positive
550,550,short <100,Pretty negative
551,551,short <100,Neutral
552,552,short <100,Pretty positive
553,553,short <100,
554,554,short <100,Quite positive
555,555,short <100,Pretty positive
556,556,short <100,Neutral
557,557,medium 100-500,Neutral
558,558,short <100,Pretty positive
559,559,short <100,Neutral
560,560,short <100,Neutral
561,561,short <100,Neutral
562,562,medium 100-500,Pretty negative
563,563,short <100,Neutral
564,564,short <100,Pretty positive
565,565,medium 100-500,Neutral
566,566,medium 100-500,Pretty negative
567,567,medium 100-500,Neutral
568,568,short <100,Pretty negative
569,569,medium 100-500,Pretty negative
570,570,short <100,Pretty negative
571,571,short <100,Neutral
572,572,medium 100-500,Pretty positive
573,573,medium 100-500,Pretty negative
574,574,short <100,Pretty negative
575,575,short <100,Pretty positive
576,576,short <100,Neutral
577,577,medium 100-500,Pretty positive
578,578,short <100,Neutral
579,579,medium 100-500,Pretty positive
580,580,short <100,Neutral
581,581,short <100,Pretty positive
582,582,short <100,Neutral
583,583,short <100,Pretty positive
584,584,medium 100-500,Neutral
585,585,short <100,Quite positive
586,586,short <100,Neutral
587,587,short <100,Pretty positive
588,588,short <100,Pretty positive
589,589,medium 100-500,Neutral
590,590,short <100,Pretty positive
591,591,medium 100-500,Pretty positive
592,592,short <100,
593,593,short <100,Pretty negative
594,594,short <100,
595,595,short <100,Pretty negative
596,596,medium 100-500,Pretty negative
597,597,short <100,Neutral
598,598,short <100,Pretty negative
599,599,short <100,Pretty negative
600,600,short <100,Pretty positive
601,601,medium 100-500,Neutral
602,602,short <100,
603,603,short <100,Pretty positive
604,604,short <100,Pretty positive
605,605,medium 100-500,Pretty positive
606,606,medium 100-500,Pretty positive
607,607,medium 100-500,Neutral
608,608,medium 100-500,Pretty positive
609,609,short <100,Neutral
610,610,short <100,Pretty negative
611,611,short <100,Neutral
612,612,medium 100-500,Pretty positive
613,613,short <100,Pretty negative
614,614,medium 100-500,Pretty positive
615,615,short <100,Neutral
616,616,medium 100-500,Pretty positive
617,617,short <100,Pretty positive
618,618,medium 100-500,Neutral
619,619,short <100,Pretty positive
620,620,short <100,Neutral
621,621,medium 100-500,Pretty negative
622,622,short <100,Neutral
623,623,medium 100-500,Pretty positive
624,624,short <100,Neutral
625,625,short <100,Neutral
626,626,short <100,Neutral
627,627,short <100,Neutral
628,628,medium 100-500,Neutral
629,629,short <100,Pretty positive
630,630,medium 100-500,Pretty positive
631,631,medium 100-500,Neutral
632,632,medium 100-500,Pretty positive
633,633,short <100,Neutral
634,634,medium 100-500,Pretty negative
635,635,short <100,Pretty positive
636,636,short <100,Very negative
637,637,short <100,Neutral
638,638,short <100,Neutral
639,639,short <100,Neutral
640,640,medium 100-500,Pretty positive
641,641,short <100,Neutral
642,642,short <100,Neutral
643,643,medium 100-500,Neutral
644,644,medium 100-500,Pretty negative
645,645,short <100,Neutral
646,646,medium 100-500,Pretty positive
647,647,short <100,Pretty negative
648,648,short <100,Pretty positive
649,649,short <100,Pretty positive
650,650,short <100,Pretty positive
651,651,short <100,Neutral
652,652,short <100,Neutral
653,653,short <100,Neutral
654,654,short <100,Neutral
655,655,short <100,Neutral
656,656,short <100,Neutral
657,657,medium 100-500,Pretty positive
658,658,short <100,Neutral
659,659,short <100,Very negative
660,660,medium 100-500,Pretty positive
661,661,short <100,Neutral
662,662,short <100,
663,663,short <100,
664,664,short <100,Neutral
665,665,medium 100-500,Pretty negative
666,666,medium 100-500,Neutral
667,667,short <100,Quite positive
668,668,short <100,Pretty positive
669,669,short <100,Pretty negative
670,670,short <100,Pretty positive
671,671,short <100,Pretty negative
672,672,short <100,Neutral
673,673,short <100,Neutral
674,674,medium 100-500,Neutral
675,675,short <100,Neutral
676,676,short <100,Pretty positive
677,677,medium 100-500,Neutral
678,678,short <100,Neutral
679,679,short <100,Neutral
680,680,short <100,Pretty negative
681,681,short <100,Pretty positive
682,682,short <100,Neutral
683,683,medium 100-500,Pretty positive
684,684,short <100,Neutral
685,685,short <100,Pretty negative
686,686,short <100,Pretty positive
687,687,short <100,Neutral
688,688,short <100,Neutral
689,689,short <100,Pretty negative
690,690,medium 100-500,Pretty positive
691,691,medium 100-500,Pretty negative
692,692,short <100,Pretty negative
693,693,short <100,Pretty positive
694,694,short <100,Pretty positive
695,695,short <100,Pretty negative
696,696,short <100,Pretty negative
697,697,short <100,Pretty positive
698,698,short <100,Neutral
699,699,short <100,Neutral
700,700,short <100,Neutral
701,701,short <100,Pretty negative
702,702,medium 100-500,Neutral
703,703,short <100,Quite negative
704,704,short <100,Neutral
705,705,short <100,Neutral
706,706,short <100,Neutral
707,707,short <100,Quite positive
708,708,medium 100-500,Pretty positive
709,709,short <100,Pretty positive
710,710,medium 100-500,Pretty positive
711,711,medium 100-500,Pretty negative
712,712,short <100,Neutral
713,713,short <100,Neutral
714,714,short <100,Neutral
715,715,short <100,Neutral
716,716,short <100,Pretty positive
717,717,short <100,Neutral
718,718,short <100,Pretty negative
719,719,short <100,Neutral
720,720,short <100,Neutral
721,721,short <100,Neutral
722,722,short <100,Pretty negative
723,723,medium 100-500,Pretty positive
724,724,medium 100-500,Neutral
725,725,short <100,Neutral
726,726,short <100,Neutral
727,727,short <100,Neutral
728,728,short <100,Pretty positive
729,729,short <100,Neutral
730,730,short <100,Neutral
731,731,short <100,Pretty positive
732,732,short <100,Neutral
733,733,short <100,Neutral
734,734,medium 100-500,Pretty negative
735,735,short <100,Neutral
736,736,medium 100-500,Neutral
737,737,medium 100-500,Pretty negative
738,738,short <100,Neutral
739,739,short <100,Pretty negative
740,740,short <100,Pretty positive
741,741,short <100,Neutral
742,742,medium 100-500,Pretty positive
743,743,short <100,Neutral
744,744,short <100,Pretty negative
745,745,short <100,Pretty negative
746,746,short <100,Neutral
747,747,short <100,Pretty negative
748,748,short <100,Neutral
749,749,short <100,Neutral
750,750,short <100,Neutral
751,751,short <100,Pretty positive
752,752,short <100,Neutral
753,753,short <100,Pretty positive
754,754,medium 100-500,Pretty positive
755,755,short <100,Neutral
756,756,short <100,Neutral
757,757,short <100,Pretty positive
758,758,medium 100-500,Pretty positive
759,759,short <100,Pretty positive
760,760,medium 100-500,Neutral
761,761,medium 100-500,Neutral
762,762,short <100,Neutral
763,763,short <100,Neutral
764,764,short <100,Pretty positive
765,765,short <100,Neutral
766,766,short <100,Neutral
767,767,short <100,Pretty negative
768,768,short <100,Neutral
769,769,short <100,Pretty negative
770,770,short <100,Pretty positive
771,771,medium 100-500,Neutral
772,772,medium 100-500,Neutral
773,773,short <100,Neutral
774,774,medium 100-500,Pretty positive
775,775,short <100,Neutral
776,776,short <100,Neutral
777,777,short <100,Pretty negative
778,778,short <100,Pretty negative
779,779,short <100,Pretty positive
780,780,medium 100-500,Pretty positive
781,781,short <100,Neutral
782,782,medium 100-500,Neutral
783,783,short <100,Neutral
784,784,medium 100-500,Pretty positive
785,785,short <100,Neutral
786,786,short <100,Neutral
787,787,short <100,Pretty positive
788,788,short <100,Neutral
789,789,medium 100-500,Pretty negative
790,790,short <100,Pretty negative
791,791,short <100,Pretty negative
792,792,short <100,Neutral
793,793,short <100,Pretty positive
794,794,medium 100-500,Pretty positive
795,795,medium 100-500,Pretty positive
796,796,short <100,Neutral
797,797,medium 100-500,Pretty positive
798,798,short <100,Neutral
799,799,medium 100-500,Pretty positive
800,800,short <100,Neutral
801,801,short <100,Neutral
802,802,short <100,Neutral
803,803,short <100,Pretty positive
804,804,short <100,Pretty positive
805,805,short <100,Neutral
806,806,medium 100-500,Pretty positive
807,807,medium 100-500,Pretty negative
808,808,short <100,Neutral
809,809,short <100,Pretty positive
810,810,short <100,Pretty negative
811,811,short <100,Neutral
812,812,short <100,Pretty positive
813,813,short <100,Pretty positive
814,814,short <100,Neutral
815,815,short <100,Neutral
816,816,short <100,Neutral
817,817,short <100,Neutral
818,818,short <100,Neutral
819,819,short <100,Pretty negative
820,820,medium 100-500,Pretty positive
821,821,short <100,Neutral
822,822,medium 100-500,Pretty negative
823,823,medium 100-500,Pretty negative
824,824,short <100,Pretty negative
825,825,short <100,Neutral
826,826,short <100,Pretty positive
827,827,short <100,Pretty positive
828,828,short <100,Neutral
829,829,short <100,Pretty negative
830,830,medium 100-500,Very negative
831,831,short <100,Very positive
832,832,short <100,Pretty negative
833,833,short <100,Pretty negative
834,834,short <100,Pretty negative
835,835,short <100,Pretty positive
836,836,short <100,Pretty negative
837,837,medium 100-500,Pretty negative
838,838,short <100,Pretty positive
839,839,short <100,Pretty negative
840,840,short <100,Pretty positive
841,841,medium 100-500,Neutral
842,842,short <100,Neutral
843,843,short <100,Neutral
844,844,short <100,Neutral
845,845,short <100,Neutral
846,846,medium 100-500,Pretty positive
847,847,short <100,Pretty positive
848,848,medium 100-500,Pretty positive
849,849,short <100,Pretty positive
850,850,short <100,Pretty positive
851,851,short <100,Neutral
852,852,short <100,Neutral
853,853,short <100,Neutral
854,854,short <100,Pretty positive
855,855,short <100,Neutral
856,856,short <100,Neutral
857,857,medium 100-500,Pretty positive
858,858,short <100,Pretty positive
859,859,short <100,Pretty negative
860,860,short <100,Neutral
861,861,short <100,Neutral
862,862,short <100,Neutral
863,863,medium 100-500,Pretty positive
864,864,medium 100-500,Pretty negative
865,865,medium 100-500,Pretty positive
866,866,short <100,Neutral
867,867,short <100,Pretty negative
868,868,medium 100-500,Pretty positive
869,869,medium 100-500,Pretty negative
870,870,short <100,Neutral
871,871,short <100,Neutral
872,872,short <100,Neutral
873,873,short <100,Neutral
874,874,medium 100-500,Pretty positive
875,875,short <100,Neutral
876,876,short <100,Pretty positive
877,877,short <100,Pretty positive
878,878,medium 100-500,Neutral
879,879,short <100,Pretty positive
880,880,short <100,Neutral
881,881,short <100,Neutral
882,882,short <100,Pretty negative
883,883,medium 100-500,Pretty positive
884,884,short <100,Neutral
885,885,short <100,Neutral
886,886,short <100,Neutral
887,887,short <100,Quite negative
888,888,short <100,Neutral
889,889,short <100,Pretty positive
890,890,short <100,Pretty positive
891,891,short <100,Neutral
892,892,short <100,Pretty positive
893,893,short <100,Neutral
894,894,short <100,Neutral
895,895,short <100,Neutral
896,896,short <100,Pretty positive
897,897,short <100,Pretty negative
898,898,medium 100-500,Pretty positive
899,899,short <100,Pretty negative
900,900,short <100,Pretty positive
901,901,medium 100-500,Pretty positive
902,902,short <100,Pretty negative
903,903,short <100,Neutral
904,904,short <100,Pretty negative
905,905,short <100,Neutral
906,906,medium 100-500,Pretty positive
907,907,short <100,Neutral
908,908,short <100,Neutral
909,909,short <100,Neutral
910,910,short <100,Pretty positive
911,911,medium 100-500,Pretty positive
912,912,medium 100-500,Pretty positive
913,913,short <100,Pretty negative
914,914,medium 100-500,Neutral
915,915,short <100,Pretty negative
916,916,short <100,Neutral
917,917,short <100,Pretty negative
918,918,medium 100-500,Pretty negative
919,919,short <100,Neutral
920,920,short <100,Pretty negative
921,921,short <100,Pretty positive
922,922,short <100,Neutral
923,923,medium 100-500,Pretty positive
924,924,short <100,Pretty positive
925,925,short <100,Neutral
926,926,medium 100-500,Pretty positive
927,927,medium 100-500,Pretty positive
928,928,medium 100-500,Pretty positive
929,929,short <100,Neutral
930,930,short <100,Pretty positive
931,931,short <100,Pretty positive
932,932,medium 100-500,Pretty positive
933,933,short <100,Very negative
934,934,short <100,Neutral
935,935,short <100,Pretty positive
936,936,short <100,
937,937,short <100,Pretty negative
938,938,short <100,Pretty negative
939,939,medium 100-500,Pretty negative
940,940,short <100,Pretty positive
941,941,short <100,Pretty positive
942,942,medium 100-500,Pretty positive
943,943,short <100,Neutral
944,944,short <100,Neutral
945,945,short <100,Neutral
946,946,short <100,Neutral
947,947,short <100,Neutral
948,948,short <100,Neutral
949,949,short <100,Pretty positive
950,950,short <100,Pretty negative
951,951,short <100,Neutral
